38,13,-1,5,-1
38,14,1,1,-1
38,15,-1,1,-1
38,16,1,3,-1
38,17,-1,5,-1
38,18,1,6,-1
38,19,-1,5,-1

39,0,-1,3,-1
39,1,1,2,-1
39,2,-1,3,-1
39,3,1,2,-1
39,4,-1,2,-1
39,5,1,3,-1
39,6,-1,3,-1
39,7,1,6,-1
39,8,-1,2,-1
39,9,1,6,-1
39,10,-1,6,-1
39,11,1,6,-1
39,12,-1,0,-1
39,13,1,2,-1
39,14,-1,1,-1
39,15,1,1,-1
39,16,-1,0,-1
39,17,1,5,-1
39,18,-1,5,-1
39,19,1,4,-1
39,20,-1,4,-1
39,21,1,5,-1
39,22,-1,1,-1
39,23,1,3,-1
39,24,-1,0,-1
39,25,1,4,-1
39,26,-1,0,-1

40,0,-1,3,-1
40,1,1,3,-1
40,2,-1,2,-1
40,3,1,5,-1
40,4,-1,1,-1
40,5,1,4,-1
40,6,-1,0,-1

41,0,1,6,1
41,1,-1,3,1
41,2,1,2,1
41,3,-1,3,1
41,4,1,3,1
41,5,-1,3,1
41,6,1,6,1
41,7,-1,6,1
41,8,1,2,1
41,9,-1,2,1
41,10,1,0,1
41,11,-1,6,1
41,12,1,2,1
41,13,-1,6,1
41,14,1,6,1
41,15,-1,2,1
41,16,1,0,1
41,17,-1,1,1
41,18,1,0,1
41,19,-1,0,1
41,20,1,5,1
41,21,-1,1,1
41,22,1,3,1
41,23,-1,1,1
41,24,1,1,1
41,25,-1,2,1
41,26,1,5,1
41,27,-1,1,1
41,28,1,5,1
41,29,-1,5,1
41,30,1,5,1
41,31,-1,1,1
41,32,1,5,1
41,33,-1,4,1
41,34,1,4,1

42,0,1,4,-1
42,1,-1,3,-1
42,2,1,2,-1
42,3,-1,4,-1
42,4,1,0,-1
42,5,-1,2,-1
42,6,1,6,-1
42,7,-1,1,-1
42,8,1,1,-1
42,9,-1,4,-1
42,10,1,4,-1
42,11,-1,2,-1
42,12,1,1,-1
42,13,-1,2,-1
42,14,1,2,-1
42,15,-1,1,-1
42,16,1,0,-1
42,17,-1,3,-1
42,18,1,4,-1
42,19,-1,5,-1
42,20,1,3,-1
42,21,-1,5,-1

43,0,1,4,1
43,1,-1,3,1
43,2,1,3,1
43,3,-1,1,1
43,4,1,2,1
43,5,-1,4,1
43,6,1,2,1
43,7,-1,2,1
43,8,1,3,1
43,9,-1,2,1
43,10,1,3,1
43,11,-1,3,1
43,12,1,4,1
43,13,-1,6,1
43,14,1,0,1
43,15,-1,5,1
43,16,1,0,1
43,17,-1,1,1
43,18,1,2,1
43,19,-1,5,1
43,20,1,0,1
43,21,-1,0,1
43,22,1,5,1
43,23,-1,5,1
43,24,1,5,1
43,25,-1,4,1
43,26,1,1,1
43,27,-1,0,1
43,28,1,2,1
43,29,-1,6,1
43,30,1,6,1

44,0,-1,3,-1
44,1,1,5,-1
44,2,-1,3,-1
44,3,1,4,-1
44,4,-1,3,-1
44,5,1,3,-1
44,6,-1,1,-1
44,7,1,0,-1
44,8,-1,4,-1
44,9,1,0,-1
44,10,-1,4,-1
44,11,1,0,-1
44,12,-1,0,-1
44,13,1,1,-1
44,14,-1,4,-1
44,15,1,4,-1
44,16,-1,2,-1
44,17,1,2,-1
44,18,-1,2,-1
44,19,1,3,-1
44,20,-1,1,-1

45,0,1,3,-1
45,1,-1,5,-1
45,2,1,2,-1
45,3,-1,1,-1
45,4,1,2,-1
45,5,-1,2,-1
45,6,1,3,-1
45,7,-1,3,-1
45,8,1,6,-1
45,9,-1,2,-1
45,10,1,1,-1
45,11,-1,2,-1
45,12,1,5,-1
45,13,-1,2,-1

46,0,-1,3,-1
46,1,1,4,-1
46,2,-1,3,-1
46,3,1,3,-1
46,4,-1,3,-1
46,5,1,3,-1
46,6,-1,5,-1
46,7,1,2,-1
46,8,-1,1,-1
46,9,1,5,-1
46,10,-1,5,-1
46,11,1,4,-1
46,12,-1,1,-1
46,13,1,2,-1
46,14,-1,2,-1
46,15,1,4,-1
46,16,-1,0,-1

47,0,1,1,1
47,1,-1,3,1
47,2,1,4,1
47,3,-1,3,1
47,4,1,4,1
47,5,-1,3,1
47,6,1,3,1
47,7,-1,4,1
47,8,1,6,1
47,9,-1,5,1
47,10,1,1,1
47,11,-1,2,1
47,12,1,3,1
47,13,-1,6,1
47,14,1,1,1
47,15,-1,1,1
47,16,1,6,1
47,17,-1,0,1
47,18,1,0,1
47,19,-1,2,1
47,20,1,2,1
47,21,-1,2,1
47,22,1,1,1
47,23,-1,4,1
47,24,1,4,1

48,0,1,5,1
48,1,-1,3,1
48,2,1,3,1
48,3,-1,1,1
48,4,1,2,1
48,5,-1,1,1
48,6,1,3,1
48,7,-1,2,1
48,8,1,3,1
48,9,-1,3,1
48,10,1,4,1
48,11,-1,1,1
48,12,1,1,1
48,13,-1,2,1
48,14,1,4,1
48,15,-1,2,1
48,16,1,2,1
48,17,-1,4,1
48,18,1,4,1
48,19,-1,5,1
48,20,1,3,1
48,21,-1,4,1
48,22,1,4,1
48,23,-1,6,1
48,24,1,6,1
48,25,-1,6,1
48,26,1,6,1
48,27,-1,5,1
48,28,1,5,1

49,0,-1,3,-1
49,1,1,2,-1
49,2,-1,3,-1
49,3,1,3,-1
49,4,-1,3,-1
49,5,1,2,-1
49,6,-1,2,-1
49,7,1,6,-1
49,8,-1,2,-1
49,9,1,5,-1
49,10,-1,0,-1
49,11,1,6,-1
49,12,-1,1,-1
49,13,1,6,-1
49,14,-1,1,-1

50,0,-1,3,-1
50,1,1,4,-1
50,2,-1,3,-1
50,3,1,0,-1
50,4,-1,3,-1
50,5,1,5,-1
50,6,-1,3,-1

51,0,1,6,-1
51,1,-1,3,-1
51,2,1,2,-1
51,3,-1,3,-1
51,4,1,6,-1
51,5,-1,3,-1
51,6,1,6,-1
51,7,-1,3,-1

52,0,1,6,-1
52,1,-1,3,-1
52,2,1,3,-1
52,3,-1,2,-1
52,4,1,5,-1
52,5,-1,1,-1
52,6,1,4,-1
52,7,-1,0,-1

53,0,1,3,-1
53,1,-1,5,-1
53,2,1,6,-1
53,3,-1,3,-1
53,4,1,1,-1
53,5,-1,2,-1
53,6,1,6,-1
53,7,-1,5,-1
53,8,1,6,-1
53,9,-1,6,-1
53,10,1,5,-1
53,11,-1,5,-1
53,12,1,2,-1
53,13,-1,1,-1
53,14,1,1,-1
53,15,-1,1,-1
53,16,1,5,-1
53,17,-1,3,-1
53,18,1,2,-1
53,19,-1,3,-1
53,20,1,3,-1
53,21,-1,3,-1
53,22,1,2,-1
53,23,-1,2,-1
53,24,1,2,-1
53,25,-1,1,-1
53,26,1,1,-1
53,27,-1,5,-1
53,28,1,6,-1
53,29,-1,6,-1
53,30,1,0,-1
53,31,-1,0,-1
53,32,1,0,-1
53,33,-1,0,-1
53,34,1,6,-1

54,0,-1,3,-1
54,1,1,0,-1
54,2,-1,4,-1
54,3,1,3,-1
54,4,-1,2,-1
54,5,1,2,-1
54,6,-1,1,-1

55,0,1,0,1
55,1,-1,3,1
55,2,1,3,1
55,3,-1,4,1
55,4,1,2,1
55,5,-1,6,1
55,6,1,5,1
55,7,-1,2,1
55,8,1,2,1
55,9,-1,5,1
55,10,1,3,1
55,11,-1,2,1
55,12,1,3,1
55,13,-1,3,1
55,14,1,5,1
55,15,-1,6,1
55,16,1,4,1
55,17,-1,4,1
55,18,1,6,1
55,19,-1,5,1
55,20,1,2,1
55,21,-1,6,1
55,22,1,6,1
55,23,-1,5,1
55,24,1,4,1
55,25,-1,4,1
55,26,1,5,1
55,27,-1,1,1
55,28,1,2,1
55,29,-1,1,1
55,30,1,1,1
55,31,-1,1,1
55,32,1,4,1
55,33,-1,3,1
55,34,1,6,1
55,35,-1,0,1
55,36,1,0,1

56,0,-1,3,1
56,1,1,3,1
56,2,-1,2,1
56,3,1,4,1
56,4,-1,3,1
56,5,1,1,1
56,6,-1,4,1
56,7,1,1,1
56,8,-1,1,1
56,9,1,2,1
56,10,-1,6,1
56,11,1,2,1
56,12,-1,1,1
56,13,1,3,1
56,14,-1,0,1
56,15,1,0,1

57,0,-1,3,-1
57,1,1,6,-1
57,2,-1,2,-1
57,3,1,6,-1
57,4,-1,4,-1
57,5,1,2,-1
57,6,-1,1,-1

58,0,1,5,-1
58,1,-1,3,-1
58,2,1,1,-1
58,3,-1,3,-1
58,4,1,5,-1
58,5,-1,3,-1
58,6,1,3,-1
58,7,-1,5,-1
58,8,1,2,-1
58,9,-1,2,-1
58,10,1,1,-1
58,11,-1,2,-1
58,12,1,1,-1
58,13,-1,1,-1
58,14,1,2,-1
58,15,-1,4,-1

59,0,-1,3,1
59,1,1,4,1
59,2,-1,3,1
59,3,1,6,1
59,4,-1,3,1
59,5,1,3,1
59,6,-1,2,1
59,7,1,1,1
59,8,-1,6,1
59,9,1,1,1
59,10,-1,2,1
59,11,1,5,1
59,12,-1,1,1
59,13,1,2,1
59,14,-1,0,1
59,15,1,1,1
59,16,-1,5,1
59,17,1,4,1
59,18,-1,5,1
59,19,1,4,1
59,20,-1,4,1
59,21,1,4,1

60,0,1,6,1
60,1,-1,3,1
60,2,1,6,1
60,3,-1,2,1
60,4,1,4,1
60,5,-1,0,1
60,6,1,1,1
60,7,-1,3,1
60,8,1,3,1
60,9,-1,4,1
60,10,1,3,1
60,11,-1,4,1
60,12,1,3,1
60,13,-1,3,1
60,14,1,2,1
60,15,-1,4,1
60,16,1,4,1
60,17,-1,2,1
60,18,1,6,1
60,19,-1,6,1
60,20,1,2,1
60,21,-1,1,1
60,22,1,1,1
60,23,-1,0,1
60,24,1,4,1

61,0,-1,3,-1
61,1,1,2,-1
61,2,-1,3,-1
61,3,1,3,-1
61,4,-1,3,-1
61,5,1,2,-1
61,6,-1,2,-1
61,7,1,5,-1
61,8,-1,3,-1
61,9,1,3,-1
61,10,-1,2,-1
61,11,1,5,-1
61,12,-1,5,-1
61,13,1,4,-1
61,14,-1,4,-1
61,15,1,4,-1
61,16,-1,1,-1
61,17,1,4,-1
61,18,-1,1,-1
61,19,1,1,-1
61,20,-1,0,-1

62,0,-1,3,-1
62,1,1,5,-1
62,2,-1,3,-1
62,3,1,3,-1
62,4,-1,1,-1
62,5,1,2,-1
62,6,-1,2,-1
62,7,1,5,-1
62,8,-1,1,-1
62,9,1,5,-1
62,10,-1,5,-1
62,11,1,2,-1
62,12,-1,0,-1
62,13,1,1,-1
62,14,-1,0,-1

63,0,-1,3,-1
63,1,1,4,-1
63,2,-1,3,-1
63,3,1,6,-1
63,4,-1,3,-1
63,5,1,3,-1
63,6,-1,2,-1
63,7,1,4,-1
63,8,-1,0,-1
63,9,1,1,-1
63,10,-1,4,-1
63,11,1,2,-1
63,12,-1,2,-1
63,13,1,6,-1
63,14,-1,4,-1
63,15,1,6,-1
63,16,-1,6,-1
63,17,1,4,-1
63,18,-1,2,-1
63,19,1,4,-1
63,20,-1,0,-1
63,21,1,5,-1
63,22,-1,0,-1
63,23,1,3,-1
63,24,-1,0,-1

64,0,-1,3,-1
64,1,1,5,-1
64,2,-1,3,-1
64,3,1,5,-1
64,4,-1,3,-1
64,5,1,5,-1
64,6,-1,3,-1

65,0,-1,3,-1
65,1,1,5,-1
65,2,-1,3,-1
65,3,1,5,-1
65,4,-1,3,-1
65,5,1,5,-1
65,6,-1,3,-1

66,0,1,3,-1
66,1,-1,5,-1
66,2,1,6,-1
66,3,-1,3,-1
66,4,1,4,-1
66,5,-1,1,-1
66,6,1,5,-1
66,7,-1,5,-1
66,8,1,4,-1
66,9,-1,4,-1
66,10,1,0,-1
66,11,-1,4,-1
66,12,1,2,-1
66,13,-1,5,-1
66,14,1,6,-1
66,15,-1,0,-1
66,16,1,6,-1
66,17,-1,6,-1
66,18,1,2,-1
66,19,-1,6,-1

67,0,1,4,1
67,1,-1,3,1
67,2,1,2,1
67,3,-1,4,1
67,4,1,4,1
67,5,-1,3,1
67,6,1,3,1
67,7,-1,1,1
67,8,1,2,1
67,9,-1,2,1
67,10,1,5,1
67,11,-1,6,1
67,12,1,6,1
67,13,-1,2,1
67,14,1,5,1
67,15,-1,5,1
67,16,1,3,1
67,17,-1,2,1
67,18,1,2,1
67,19,-1,6,1
67,20,1,6,1
67,21,-1,1,1
67,22,1,4,1
67,23,-1,4,1
67,24,1,5,1

68,0,-1,3,-1
68,1,1,3,-1
68,2,-1,2,-1
68,3,1,3,-1
68,4,-1,1,-1
68,5,1,3,-1
68,6,-1,0,-1

69,0,-1,3,-1
69,1,1,5,-1
69,2,-1,3,-1
69,3,1,2,-1
69,4,-1,3,-1
69,5,1,5,-1
69,6,-1,3,-1

70,0,-1,3,-1
70,1,1,2,-1
70,2,-1,3,-1
70,3,1,4,-1
70,4,-1,3,-1
70,5,1,4,-1
70,6,-1,3,-1

71,0,-1,3,-1
71,1,1,5,-1
71,2,-1,3,-1
71,3,1,1,-1
71,4,-1,3,-1
71,5,1,3,-1
71,6,-1,4,-1
71,7,1,6,-1
71,8,-1,1,-1
71,9,1,6,-1
71,10,-1,6,-1
71,11,1,5,-1
71,12,-1,5,-1
71,13,1,4,-1
71,14,-1,4,-1

72,0,-1,3,1
72,1,1,3,1
72,2,-1,2,1
72,3,1,1,1
72,4,-1,5,1
72,5,1,4,1
72,6,-1,4,1
72,7,1,6,1
72,8,-1,1,1
72,9,1,4,1
72,10,-1,1,1
72,11,1,1,1
72,12,-1,4,1
72,13,1,5,1
72,14,-1,5,1
72,15,1,3,1
72,16,-1,3,1
72,17,1,3,1
72,18,-1,2,1
72,19,1,2,1

73,0,1,4,-1
73,1,-1,3,-1
73,2,1,6,-1
73,3,-1,3,-1
73,4,1,2,-1
73,5,-1,3,-1
73,6,1,5,-1
73,7,-1,3,-1

74,0,-1,3,-1
74,1,1,5,-1
74,2,-1,3,-1
74,3,1,3,-1
74,4,-1,1,-1
74,5,1,4,-1
74,6,-1,2,-1
74,7,1,3,-1
74,8,-1,0,-1

75,0,1,1,-1
75,1,-1,3,-1
75,2,1,3,-1
75,3,-1,4,-1
75,4,1,2,-1
75,5,-1,2,-1
75,6,1,5,-1
75,7,-1,2,-1
75,8,1,2,-1
75,9,-1,2,-1
75,10,1,4,-1
75,11,-1,3,-1
75,12,1,0,-1
75,13,-1,4,-1
75,14,1,5,-1
75,15,-1,5,-1

76,0,-1,3,-1
76,1,1,6,-1
76,2,-1,2,-1
76,3,1,4,-1
76,4,-1,0,-1
76,5,1,3,-1
76,6,-1,1,-1

77,0,-1,3,-1
77,1,1,2,-1
77,2,-1,3,-1
77,3,1,3,-1
77,4,-1,3,-1
77,5,1,1,-1
77,6,-1,1,-1
77,7,1,2,-1
77,8,-1,2,-1
77,9,1,2,-1
77,10,-1,0,-1

78,0,-1,3,-1
78,1,1,3,-1
78,2,-1,2,-1
78,3,1,5,-1
78,4,-1,1,-1
78,5,1,0,-1
78,6,-1,4,-1

79,0,-1,3,-1
79,1,1,4,-1
79,2,-1,3,-1
79,3,1,4,-1
79,4,-1,3,-1
